As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE),,,
2021,E23000013,Cleveland,North East,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000013,Cleveland,North East,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000013,Cleveland,North East,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000013,Cleveland,North East,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000013,Cleveland,North East,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000013,Cleveland,North East,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Female,Chief Officer,Police Officer,White,White,2,1,,,
2021,E23000013,Cleveland,North East,Male,Chief Officer,Police Officer,White,White,3,3,,,
2021,E23000013,Cleveland,North East,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000013,Cleveland,North East,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000013,Cleveland,North East,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000002,Cumbria,North West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000002,Cumbria,North West,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000002,Cumbria,North West,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000002,Cumbria,North West,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000002,Cumbria,North West,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000002,Cumbria,North West,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000002,Cumbria,North West,Female,Chief Officer,Police Officer,White,White,1,1,,,
2021,E23000002,Cumbria,North West,Male,Chief Officer,Police Officer,White,White,2,2,,,
2021,E23000002,Cumbria,North West,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000002,Cumbria,North West,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000002,Cumbria,North West,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000018,Derbyshire,East Midlands,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000018,Derbyshire,East Midlands,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000018,Derbyshire,East Midlands,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000018,Derbyshire,East Midlands,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000018,Derbyshire,East Midlands,Female,Chief Officer,Police Officer,White,White,2,2,,,
2021,E23000018,Derbyshire,East Midlands,Male,Chief Officer,Police Officer,White,White,3,3,,,
2021,E23000018,Derbyshire,East Midlands,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000018,Derbyshire,East Midlands,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000035,Devon & Cornwall,South West,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,White,White,1,1,,,
2021,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,White,White,4,4,,,
2021,E23000035,Devon & Cornwall,South West,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000035,Devon & Cornwall,South West,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000039,Dorset,South West,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
