As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE)
2003,E23000030,Hampshire,South East,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000030,Hampshire,South East,Female,Superintendent,Police Officer,White,White, 3 , 3 
2003,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000030,Hampshire,South East,Male,Chief Officer,Police Officer,White,White, 4 , 4 
2003,E23000030,Hampshire,South East,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000030,Hampshire,South East,Male,Chief Inspector,Police Officer,White,White, 38 , 38 
2003,E23000030,Hampshire,South East,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000030,Hampshire,South East,Male,Chief Superintendent,Police Officer,White,White, 7 , 7 
2003,E23000030,Hampshire,South East,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 13 , 13 
2003,E23000030,Hampshire,South East,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 9 , 9 
2003,E23000030,Hampshire,South East,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 9 , 9 
2003,E23000030,Hampshire,South East,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Constable,Police Officer,Not stated,Not stated, -, -
2003,E23000030,Hampshire,South East,Male,Constable,Police Officer,White,White," 2,207 "," 2,206 "
2003,E23000030,Hampshire,South East,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000030,Hampshire,South East,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000030,Hampshire,South East,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000030,Hampshire,South East,Male,Inspector,Police Officer,White,White, 151 , 151 
2003,E23000030,Hampshire,South East,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 2 , 2 
2003,E23000030,Hampshire,South East,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 2 , 2 
2003,E23000030,Hampshire,South East,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 3 , 3 
2003,E23000030,Hampshire,South East,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2003,E23000030,Hampshire,South East,Male,Sergeant,Police Officer,White,White, 480 , 480 
2003,E23000030,Hampshire,South East,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000030,Hampshire,South East,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000030,Hampshire,South East,Male,Superintendent,Police Officer,White,White, 23 , 23 
2003,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Officer,Police Officer,White,White, -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Inspector,Police Officer,White,White, 3 , 3 
2003,E23000027,Hertfordshire,Eastern,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Female,Chief Superintendent,Police Officer,White,White, 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 3 , 3 
2003,E23000027,Hertfordshire,Eastern,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 2 , 2 
2003,E23000027,Hertfordshire,Eastern,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 2 , 2 
2003,E23000027,Hertfordshire,Eastern,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 3 , 3 
2003,E23000027,Hertfordshire,Eastern,Female,Constable,Police Officer,Not stated,Not stated, 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Female,Constable,Police Officer,White,White, 401 , 382 
2003,E23000027,Hertfordshire,Eastern,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Female,Inspector,Police Officer,White,White, 13 , 13 
2003,E23000027,Hertfordshire,Eastern,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Female,Sergeant,Police Officer,White,White, 34 , 31 
2003,E23000027,Hertfordshire,Eastern,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Female,Superintendent,Police Officer,White,White, 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Officer,Police Officer,White,White, 4 , 4 
2003,E23000027,Hertfordshire,Eastern,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Inspector,Police Officer,White,White, 23 , 23 
2003,E23000027,Hertfordshire,Eastern,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Male,Chief Superintendent,Police Officer,White,White, 4 , 4 
2003,E23000027,Hertfordshire,Eastern,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 10 , 10 
2003,E23000027,Hertfordshire,Eastern,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 4 , 4 
2003,E23000027,Hertfordshire,Eastern,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 8 , 8 
2003,E23000027,Hertfordshire,Eastern,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 3 , 3 
2003,E23000027,Hertfordshire,Eastern,Male,Constable,Police Officer,Not stated,Not stated, 3 , 3 
2003,E23000027,Hertfordshire,Eastern,Male,Constable,Police Officer,White,White," 1,189 "," 1,189 "
2003,E23000027,Hertfordshire,Eastern,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Male,Inspector,Police Officer,White,White, 78 , 78 
2003,E23000027,Hertfordshire,Eastern,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 2 , 2 
2003,E23000027,Hertfordshire,Eastern,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Male,Sergeant,Police Officer,White,White, 190 , 189 
2003,E23000027,Hertfordshire,Eastern,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000027,Hertfordshire,Eastern,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000027,Hertfordshire,Eastern,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000027,Hertfordshire,Eastern,Male,Superintendent,Police Officer,White,White, 13 , 13 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Officer,Police Officer,White,White, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,White,White, 3 , 3 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,White,White, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 3 , 3 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Constable,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Constable,Police Officer,White,White, 404 , 383 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Inspector,Police Officer,White,White, 8 , 8 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Sergeant,Police Officer,White,White, 23 , 22 
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Female,Superintendent,Police Officer,White,White, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Officer,Police Officer,White,White, 3 , 3 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,White,White, 20 , 20 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,White,White, 10 , 10 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 5 , 5 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 5 , 5 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Constable,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Constable,Police Officer,White,White," 1,279 "," 1,279 "
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Inspector,Police Officer,White,White, 97 , 97 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Sergeant,Police Officer,White,White, 264 , 264 
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000012,Humberside,Yorkshire and the Humber,Male,Superintendent,Police Officer,White,White, 13 , 13 
2003,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
