As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE)
2006,E23000018,Derbyshire,East Midlands,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 3 , 3 
2006,E23000018,Derbyshire,East Midlands,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 9 , 9 
2006,E23000018,Derbyshire,East Midlands,Male,Constable,Police Officer,Not stated,Not stated, -, -
2006,E23000018,Derbyshire,East Midlands,Male,Constable,Police Officer,White,White," 1,214 "," 1,212 "
2006,E23000018,Derbyshire,East Midlands,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000018,Derbyshire,East Midlands,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000018,Derbyshire,East Midlands,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000018,Derbyshire,East Midlands,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000018,Derbyshire,East Midlands,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000018,Derbyshire,East Midlands,Male,Inspector,Police Officer,White,White, 83 , 83 
2006,E23000018,Derbyshire,East Midlands,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 5 , 5 
2006,E23000018,Derbyshire,East Midlands,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000018,Derbyshire,East Midlands,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000018,Derbyshire,East Midlands,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 5 , 5 
2006,E23000018,Derbyshire,East Midlands,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,E23000018,Derbyshire,East Midlands,Male,Sergeant,Police Officer,White,White, 253 , 253 
2006,E23000018,Derbyshire,East Midlands,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000018,Derbyshire,East Midlands,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000018,Derbyshire,East Midlands,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000018,Derbyshire,East Midlands,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000018,Derbyshire,East Midlands,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000018,Derbyshire,East Midlands,Male,Superintendent,Police Officer,White,White, 12 , 12 
2006,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Officer,Police Officer,White,White, 2 , 2 
2006,E23000035,Devon & Cornwall,South West,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Inspector,Police Officer,White,White, 3 , 3 
2006,E23000035,Devon & Cornwall,South West,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Female,Chief Superintendent,Police Officer,White,White, -, -
2006,E23000035,Devon & Cornwall,South West,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000035,Devon & Cornwall,South West,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000035,Devon & Cornwall,South West,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 2 , 2 
2006,E23000035,Devon & Cornwall,South West,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000035,Devon & Cornwall,South West,Female,Constable,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Female,Constable,Police Officer,White,White, 749 , 696 
2006,E23000035,Devon & Cornwall,South West,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Female,Inspector,Police Officer,White,White, 26 , 25 
2006,E23000035,Devon & Cornwall,South West,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000035,Devon & Cornwall,South West,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Female,Sergeant,Police Officer,White,White, 65 , 59 
2006,E23000035,Devon & Cornwall,South West,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Female,Superintendent,Police Officer,White,White, 3 , 3 
2006,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Officer,Police Officer,White,White, 3 , 3 
2006,E23000035,Devon & Cornwall,South West,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Inspector,Police Officer,White,White, 34 , 34 
2006,E23000035,Devon & Cornwall,South West,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Male,Chief Superintendent,Police Officer,White,White, 10 , 10 
2006,E23000035,Devon & Cornwall,South West,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 2 , 2 
2006,E23000035,Devon & Cornwall,South West,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 6 , 6 
2006,E23000035,Devon & Cornwall,South West,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 2 , 2 
2006,E23000035,Devon & Cornwall,South West,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 4 , 4 
2006,E23000035,Devon & Cornwall,South West,Male,Constable,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Male,Constable,Police Officer,White,White," 2,078 "," 2,073 "
2006,E23000035,Devon & Cornwall,South West,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Male,Inspector,Police Officer,White,White, 137 , 137 
2006,E23000035,Devon & Cornwall,South West,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000035,Devon & Cornwall,South West,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000035,Devon & Cornwall,South West,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Male,Sergeant,Police Officer,White,White, 454 , 453 
2006,E23000035,Devon & Cornwall,South West,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000035,Devon & Cornwall,South West,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000035,Devon & Cornwall,South West,Male,Superintendent,Police Officer,White,White, 19 , 19 
2006,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Female,Chief Officer,Police Officer,White,White, -, -
2006,E23000039,Dorset,South West,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Female,Chief Inspector,Police Officer,White,White, 1 , 1 
2006,E23000039,Dorset,South West,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Female,Chief Superintendent,Police Officer,White,White, -, -
2006,E23000039,Dorset,South West,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000039,Dorset,South West,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 2 , 2 
2006,E23000039,Dorset,South West,Female,Constable,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Female,Constable,Police Officer,White,White, 291 , 266 
2006,E23000039,Dorset,South West,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Female,Inspector,Police Officer,White,White, 10 , 10 
2006,E23000039,Dorset,South West,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Female,Sergeant,Police Officer,White,White, 33 , 30 
2006,E23000039,Dorset,South West,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Female,Superintendent,Police Officer,White,White, 2 , 2 
2006,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Male,Chief Officer,Police Officer,White,White, 3 , 3 
2006,E23000039,Dorset,South West,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Male,Chief Inspector,Police Officer,White,White, 26 , 26 
2006,E23000039,Dorset,South West,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Male,Chief Superintendent,Police Officer,White,White, 4 , 4 
2006,E23000039,Dorset,South West,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 4 , 4 
2006,E23000039,Dorset,South West,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000039,Dorset,South West,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 6 , 6 
2006,E23000039,Dorset,South West,Male,Constable,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Male,Constable,Police Officer,White,White, 899 , 898 
2006,E23000039,Dorset,South West,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000039,Dorset,South West,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 2 , 2 
2006,E23000039,Dorset,South West,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Male,Inspector,Police Officer,White,White, 57 , 57 
2006,E23000039,Dorset,South West,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000039,Dorset,South West,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Male,Sergeant,Police Officer,White,White, 187 , 187 
2006,E23000039,Dorset,South West,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000039,Dorset,South West,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000039,Dorset,South West,Male,Superintendent,Police Officer,White,White, 10 , 10 
2006,E23000008,Durham,North East,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Female,Chief Officer,Police Officer,White,White, -, -
2006,E23000008,Durham,North East,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Female,Chief Inspector,Police Officer,White,White, 1 , 1 
2006,E23000008,Durham,North East,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Female,Chief Superintendent,Police Officer,White,White, 1 , 1 
2006,E23000008,Durham,North East,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 2 , 2 
2006,E23000008,Durham,North East,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 3 , 2 
2006,E23000008,Durham,North East,Female,Constable,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Female,Constable,Police Officer,White,White, 354 , 343 
2006,E23000008,Durham,North East,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Female,Inspector,Police Officer,White,White, 9 , 9 
2006,E23000008,Durham,North East,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Female,Sergeant,Police Officer,White,White, 35 , 34 
2006,E23000008,Durham,North East,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Female,Superintendent,Police Officer,White,White, 1 , 1 
2006,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
